artist,attack,cardClass,collectible,cost,dbfId,flavor,health,id,name,playerClass,rarity,referencedTags/0,set,text,type,mechanics/0,howToEarnGolden,race,howToEarn,playRequirements/REQ_MINION_TARGET,playRequirements/REQ_TARGET_MIN_ATTACK,playRequirements/REQ_TARGET_TO_PLAY,mechanics/1,targetingArrowText,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MAX_ATTACK,elite,faction,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,playRequirements/REQ_TARGET_WITH_DEATHRATTLE,playRequirements/REQ_TARGET_WITH_RACE,durability,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,overload,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,entourage/7,entourage/8,entourage/9,spellDamage,classes/0,classes/1,classes/2,multiClassGroup,playRequirements/REQ_STEALTHED_TARGET,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_FROZEN_TARGET,referencedTags/1,collectionText,playRequirements/REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT,mechanics/2,mechanics/3,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,referencedTags/2
Slawomir Maniak,6,NEUTRAL,true,6,2257,"Drakonids were created to have all the bad parts of a dragon in the form of a humanoid. But, like, why?",6,BRM_024,Drakonid Crusher,NEUTRAL,COMMON,,BRM,"<b>Battlecry:</b> If your opponent has 15 or less Health, gain +3/+3.",MINION,BATTLECRY,"Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",DRAGON,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velvet Engine,5,DRUID,true,9,2796,"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.",5,AT_045,Aviana,DRUID,LEGENDARY,,TGT,Your minions cost (1).,MINION,AURA,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dany Orizio,,WARRIOR,true,3,2729,You might think bashing doesn't take a lot of practice.  It doesn't.,,AT_064,Bash,WARRIOR,COMMON,,TGT,"Deal $3 damage.
Gain 3 Armor.",SPELL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skan Srisuwan,1,NEUTRAL,true,1,2818,It's not HER fault you didn't put a spinning saw blade on your horse.,2,AT_133,Gadgetzan Jouster,NEUTRAL,COMMON,,TGT,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain +1/+1.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Olson,,WARRIOR,true,2,2296,"This is better than Arcane Explosion, so I guess warriors are finally getting revenge on mages for Mortal Strike being worse than Fireball.",,BRM_015,Revenge,WARRIOR,RARE,,BRM,"Deal $1 damage to all minions. If you have 12 or less Health, deal $3 damage instead.",SPELL,,"Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Robinson,6,NEUTRAL,true,8,1794,Kel'Thuzad could not resist the call of the Lich King. Even when it's just a robo-call extolling the Lich King's virtues.,8,FP1_013,Kel'Thuzad,NEUTRAL,LEGENDARY,,NAXX,"At the end of each turn, summon all friendly minions that died this turn.",MINION,,"Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.",,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Mancini,,PRIEST,true,2,2298,"I walked into the dungeon and noticed a slain adventurer. In his final moments, he had scrawled out a message in the dust on the wall beside him. Two words: ""rez plz""",,BRM_017,Resurrect,PRIEST,RARE,,BRM,Summon a random friendly minion that died this game.,SPELL,,"Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Alex Horley Orlandelli,2,ROGUE,true,2,2766,He has a giant collection of purses now.  One for every outfit!,2,AT_031,Cutpurse,ROGUE,RARE,,TGT,"Whenever this minion attacks a hero, add the Coin to your hand.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Azevedo,1,SHAMAN,true,2,41107,Good for summoning elementals. Great for making s'mores.,1,UNG_202,Fire Plume Harbinger,SHAMAN,RARE,,UNGORO,<b>Battlecry:</b> Reduce the Cost of Elementals in your hand by (1).,MINION,BATTLECRY,,ELEMENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Chiu,3,NEUTRAL,true,5,2279,"If you love getting your face punched, come to the Grim Guzzler!",3,BRM_019,Grim Patron,NEUTRAL,RARE,,BRM,"Whenever this minion survives damage, summon another Grim Patron.",MINION,,"Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Rane,,ROGUE,true,5,345,"If you don't want to be assassinated, move to the Barrens and change your name. Good luck!",,CS2_076,Assassinate,ROGUE,FREE,,CORE,Destroy an enemy minion.,SPELL,,Unlocked at Level 47.,,Unlocked at Level 1.,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efrem Palacios,3,ROGUE,true,5,41217,"'Cause slayers gonna slay, slay, slay, slay, slay.",4,UNG_064,Vilespine Slayer,ROGUE,EPIC,,UNGORO,<b>Combo:</b> Destroy a minion.,MINION,COMBO,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Dan Scott,3,MAGE,true,4,2549,Is he aspiring or inspiring?  Make up your mind!,5,AT_006,Dalaran Aspirant,MAGE,COMMON,,TGT,<b>Inspire:</b> Gain <b>Spell Damage +1</b>.,MINION,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Nielsen,2,NEUTRAL,true,4,40344,"He didn't go to school for healing, but we keep losing all the good healers to Ratchet, so I guess we'll take him.",6,CFM_067,Hozen Healer,NEUTRAL,COMMON,,GANGS,<b>Battlecry</b>: Restore a minion to full Health.,MINION,BATTLECRY,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Stapleton,3,WARRIOR,true,5,41890,His mom could beat up your mom.,6,UNG_957,Direhorn Hatchling,WARRIOR,RARE,,UNGORO,"<b>Taunt</b>
<b>Deathrattle:</b> Shuffle a 6/9 Direhorn with <b>Taunt</b> into your deck.",MINION,DEATHRATTLE,,BEAST,,,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRIEST,true,,41887,,30,HERO_09a,Tyrande Whisperwind,PRIEST,EPIC,,HERO_SKINS,,HERO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,,DRUID,true,2,1124,"Grow your own mana crystals with this Mana Crystal Growth Kit, only 39.99!",,CS2_013,Wild Growth,DRUID,FREE,,CORE,Gain an empty Mana Crystal.,SPELL,,Unlocked at Level 23.,,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Guiton & Nutchapol,6,WARRIOR,true,7,38739,Garrosh's best buddy. It's true. Look it up.,5,OG_220,Malkorok,WARRIOR,LEGENDARY,,OG,<b>Battlecry:</b> Equip a random weapon.,MINION,BATTLECRY,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Alexandrov,6,NEUTRAL,true,4,40950,Hair products are 79% of his monthly budget.,3,CFM_665,Worgen Greaser,NEUTRAL,COMMON,,GANGS,,MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Hou,,PALADIN,true,8,41130,Comes with fries and a drink.,,UNG_004,Dinosize,PALADIN,EPIC,,UNGORO,Set a minion's Attack and Health to 10.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zero Yue,2,NEUTRAL,true,4,2059,There was some hard talk between gnome magi and engineers about inventing this mech.,5,GVG_091,Arcane Nullifier X-21,NEUTRAL,RARE,,GVG,"<b>Taunt</b>
Can't be targeted by spells or Hero Powers.",MINION,TAUNT,,MECHANICAL,,,,,CANT_BE_TARGETED_BY_SPELLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANT_BE_TARGETED_BY_HERO_POWERS,,,,,,,,,,,,,
Michael Komarck,,PRIEST,true,1,1099,I see what you did there.,,CS2_003,Mind Vision,PRIEST,FREE,,CORE,Put a copy of a random card in your opponent's hand into your hand.,SPELL,,Unlocked at Level 32.,,Unlocked at Level 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Graciano,5,WARLOCK,true,5,631,Summoning a doomguard is risky. <i>Someone</i> is going to die.,7,EX1_310,Doomguard,WARLOCK,RARE,,EXPERT1,<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,MINION,BATTLECRY,,DEMON,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Zontini,2,NEUTRAL,true,3,41328,"Float like a butterfly, sting like a giant wasp!",2,UNG_814,Giant Wasp,NEUTRAL,COMMON,,UNGORO,"<b>Stealth</b>
 <b>Poisonous</b>",MINION,POISONOUS,,BEAST,,,,,STEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Azevedo,4,PALADIN,true,5,40469,"""Sir, you don't have a permit to park your mount here.""",4,CFM_639,Grimestreet Enforcer,PALADIN,RARE,,GANGS,"At the end of your turn, give all minions in your hand +1/+1.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,,WARRIOR,true,2,41414,"If you're sleeping with the fishes, we highly suggest not bringing an electric blanket.",,CFM_716,Sleep with the Fishes,WARRIOR,EPIC,,GANGS,Deal $3 damage to all damaged minions.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.M. Gist,9,NEUTRAL,true,7,1687,You don’t tame a Core Hound. You just train it to eat someone else before it eats you.,5,CS2_201,Core Hound,NEUTRAL,FREE,,CORE,,MINION,,Unlocked at Hunter Level 51.,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Harris,9,WARLOCK,true,6,2045,The Dark Animus is evil and mysterious and huge and unable to write sentences that utilize proper grammar.,9,GVG_077,Anima Golem,WARLOCK,EPIC,,GVG,"At the end of each turn, destroy this minion if it's your only one.",MINION,,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,0,NEUTRAL,true,2,138,He's almost been right so many times. He was <i>sure</i> it was coming during the Cataclysm.,7,NEW1_021,Doomsayer,NEUTRAL,EPIC,,EXPERT1,"At the start of your turn, destroy ALL minions.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgeniy Dlinnov,2,SHAMAN,true,1,41152,Makes a mean puff pastry.,1,UNG_019,Air Elemental,SHAMAN,COMMON,,UNGORO,Can't be targeted by spells or Hero Powers.,MINION,CANT_BE_TARGETED_BY_SPELLS,,ELEMENTAL,,,,,CANT_BE_TARGETED_BY_HERO_POWERS,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Wilderman,,PALADIN,true,1,38749,Every year a few paladins get disqualified from the Westfall weight lifting championship for using Divine Strength.,,OG_223,Divine Strength,PALADIN,COMMON,,OG,Give a minion +1/+2.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sojin Hwang,3,NEUTRAL,true,4,40741,She's working on a story!  While skydiving!,3,CFM_851,Daring Reporter,NEUTRAL,COMMON,,GANGS,"Whenever your opponent draws a card, gain +1/+1.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linggar Bramanty,,HUNTER,true,3,1243,You must read the name of this card out loud each time you play it.,,EX1_538,Unleash the Hounds,HUNTER,COMMON,CHARGE,EXPERT1,"For each enemy minion, summon a 1/1 Hound with <b>Charge</b>.",SPELL,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Ordonez,3,NEUTRAL,true,5,38958,Every month they share a pancake breakfast with the Perfectly Rational Worshippers.,6,OG_321,Crazed Worshipper,NEUTRAL,EPIC,,OG,"<b>Taunt.</b> Whenever this minion takes damage, give your C'Thun +1/+1 <i>(wherever it is).</i>",MINION,RITUAL,,,,,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustav Schmidt,,MAGE,true,7,39715,"Come to beautiful Firelands! Where it's <i>""Way nicer than the Abyssal Maw!""</i>",,KAR_076,Firelands Portal,MAGE,COMMON,,KARA,"Deal $5 damage. Summon a random
5-Cost minion.",SPELL,,"Crafting unlocked in the Prologue, in One Night in Karazhan.",,"Unlocked in the Prologue, in One Night in Karazhan.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Court Jones,2,NEUTRAL,true,4,308,"She's never quite sure what she's making, she just knows it's AWESOME!",4,CS2_147,Gnomish Inventor,NEUTRAL,FREE,,CORE,<b>Battlecry:</b> Draw a card.,MINION,BATTLECRY,Unlocked at Priest Level 57.,,,,,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Swanland,,PRIEST,true,2,1367,"A step up from a spell cast by many beginning acolytes: ""Shadow Word: Annoy"".",,CS2_234,Shadow Word: Pain,PRIEST,FREE,,CORE,Destroy a minion with 3 or less Attack.,SPELL,,Unlocked at Level 36.,,Unlocked at Level 1.,0,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Zhang,2,NEUTRAL,true,2,2580,"At first he liked juggling chain saws, but then he thought, ""Flames are better!  Because FIRE!""",3,AT_094,Flame Juggler,NEUTRAL,COMMON,,TGT,<b>Battlecry:</b> Deal 1 damage to a random enemy.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Seaman,,MAGE,true,2,41151,"Oh, a wise geyser eh?",,UNG_018,Flame Geyser,MAGE,COMMON,,UNGORO,"Deal $2 damage.
Add a 1/2 Elemental to your hand.",SPELL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Polidora,10,NEUTRAL,true,9,2725,This massive yeti just closes his eyes and charges at the nearest target.  The nearest Target is a couple blocks away and has sick deals on skateboards.,10,AT_125,Icehowl,NEUTRAL,LEGENDARY,,TGT,"<b>Charge</b>
Can't attack heroes.",MINION,CHARGE,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean McNally,1,NEUTRAL,true,4,2575,The medic tournament is less entertaining than the Grand Tournament.,8,AT_091,Tournament Medic,NEUTRAL,COMMON,,TGT,<b>Inspire:</b> Restore 2 Health to your hero.,MINION,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,5,NEUTRAL,true,5,912,“That belongs in the Hall of Explorers!”,4,EX1_558,Harrison Jones,NEUTRAL,LEGENDARY,,EXPERT1,<b>Battlecry:</b> Destroy your opponent's weapon and draw cards equal to its Durability.,MINION,BATTLECRY,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Kaniuga,3,NEUTRAL,true,4,878,"""Yarrrr"" is a pirate word that means ""Greetings, milord.""",3,NEW1_022,Dread Corsair,NEUTRAL,COMMON,,EXPERT1,"<b>Taunt</b>
Costs (1) less per Attack of your weapon.",MINION,TAUNT,,PIRATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Swanland,4,NEUTRAL,true,5,670,"Your face is the place you'd probably least like a dagger, and where rogues are most likely to deliver them.",4,EX1_593,Nightblade,NEUTRAL,FREE,,CORE,<b>Battlecry: </b>Deal 3 damage to the enemy hero.,MINION,BATTLECRY,Unlocked at Druid Level 53.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyril Van Der Haegen,3,HUNTER,true,3,1662,First Lesson: Put the pointy end in the other guy.,,EX1_536,Eaglehorn Bow,HUNTER,RARE,SECRET,EXPERT1,"[x]Whenever a friendly
<b>Secret</b> is revealed,
gain +1 Durability.",WEAPON,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Swanland,8,NEUTRAL,true,9,581,Alexstrasza the Life-Binder brings life and hope to everyone.  Except Deathwing.  And Malygos.  And Nekros.,8,EX1_561,Alexstrasza,NEUTRAL,LEGENDARY,,EXPERT1,<b>Battlecry:</b> Set a hero's remaining Health to 15.,MINION,BATTLECRY,,DRAGON,,,,,,Set Health to 15.,,,,true,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
Laurel D. Austin,2,NEUTRAL,true,3,2072,Hobgoblins are meeting next week to discuss union benefits.  First on the list: dental plan.,3,GVG_104,Hobgoblin,NEUTRAL,EPIC,,GVG,"Whenever you play a 1-Attack minion, give it +2/+2.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efrem Palacios,2,NEUTRAL,true,3,765,"He's stationed in the Hellfire Peninsula, but he's hoping for a reassignment closer to Orgrimmar, or really anywhere the ground is less on fire.",3,EX1_021,Thrallmar Farseer,NEUTRAL,COMMON,,EXPERT1,<b>Windfury</b>,MINION,WINDFURY,,,,,,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Wilson,2,PALADIN,true,2,2720,"The stripes make it look like a candy cane, but we recommend against licking it.",,AT_077,Argent Lance,PALADIN,RARE,,TGT,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, +1 Durability.",WEAPON,BATTLECRY,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konstantin Turovec,3,ROGUE,true,3,39822,"For a proper setting, place the deadly fork <i>after</i> the salad fork, but <i>before</i> the dinner fork.",2,KAR_094,Deadly Fork,ROGUE,COMMON,,KARA,<b>Deathrattle:</b> Add a 3/2 weapon to your hand.,MINION,DEATHRATTLE,"Crafting unlocked in the Parlor, in One Night in Karazhan.",,"Unlocked in the Parlor, in One Night in Karazhan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Lyon,2,NEUTRAL,true,4,915,Sometimes he forgets and just wanders into someone else's game.,5,EX1_584,Ancient Mage,NEUTRAL,RARE,,EXPERT1,<b>Battlecry:</b> Give adjacent minions <b>Spell Damage +1</b>.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Sweet,,SHAMAN,true,2,51,"Windfury is like Earthfury and Firefury, but more light and airy.",,CS2_039,Windfury,SHAMAN,FREE,WINDFURY,CORE,Give a minion <b>Windfury</b>.,SPELL,,Unlocked at Level 23.,,Unlocked at Level 1.,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Hou,3,MAGE,true,3,2571,"Does he sling spells, or do his spells linger about.  Who can say?",4,AT_007,Spellslinger,MAGE,COMMON,,TGT,<b>Battlecry:</b> Add a random spell to each player's hand.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaemin Kim,3,SHAMAN,true,4,40285,Waterspeakers can tell the future! So the Jade Lotus employs them to speculate on the Auction House.,6,CFM_061,Jinyu Waterspeaker,SHAMAN,RARE,,GANGS,"[x]<b>Battlecry:</b> Restore 6 Health.
<b>Overload:</b> (1)",MINION,BATTLECRY,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Polidora,5,NEUTRAL,true,4,2283,Hungry Hungry Dragon is NOT a fun game.,6,BRM_026,Hungry Dragon,NEUTRAL,COMMON,,BRM,<b>Battlecry:</b> Summon a random 1-Cost minion for your opponent.,MINION,BATTLECRY,"Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",DRAGON,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Scott,8,NEUTRAL,true,12,39426,"Claims to be drawn to Karazhan because of the ley lines. Actually, just loves Moroes’ cooking.",8,KAR_711,Arcane Giant,NEUTRAL,EPIC,,KARA,"[x]Costs (1) less for each spell
you've cast this game.",MINION,,"Crafting unlocked in the Opera, in One Night in Karazhan.",,"Unlocked in the Opera, in One Night in Karazhan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludo Lullabi,6,NEUTRAL,true,6,858,"He's the leader of the gnomes, and an incredible inventor.  He's getting better, too; He turns things into chickens WAY less than he used to.",6,EX1_112,Gelbin Mekkatorque,NEUTRAL,LEGENDARY,,HOF,<b>Battlecry:</b> Summon an AWESOME invention.,MINION,BATTLECRY,This was rewarded to players who helped test the Store during the Beta.,,,,,,,,,,,true,ALLIANCE,,,,,,,,,,Mekka1,Mekka2,Mekka3,Mekka4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Metcalf,,PALADIN,true,10,2898,Theme song by Ellie Goldfin and Blagghghlrlrl Harris.,,LOE_026,Anyfin Can Happen,PALADIN,RARE,,LOE,Summon 7 Murlocs that died this game.,SPELL,,"Crafting unlocked in The Ruined City, in the League of Explorers adventure.",,"Unlocked in The Ruined City, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Scott,4,NEUTRAL,true,4,2064,"Once upon a time, only goblins piloted shredders. These days, everyone from Doomsayer to Lorewalker Cho seems to ride one.",3,GVG_096,Piloted Shredder,NEUTRAL,COMMON,,GVG,<b>Deathrattle:</b> Summon a random 2-Cost minion.,MINION,DEATHRATTLE,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Garner,3,PRIEST,true,4,2555,She really likes seeing people get better.  That's why she hurts them in the first place.,5,AT_011,Holy Champion,PRIEST,COMMON,,TGT,"Whenever a character is healed, gain +2 Attack.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jomaro Kindred,3,NEUTRAL,true,5,2087,PREPARE PARTY SERVOS FOR IMMEDIATE DEPLOYMENT.,4,GVG_119,Blingtron 3000,NEUTRAL,LEGENDARY,,GVG,<b>Battlecry:</b> Equip a random weapon for each player.,MINION,BATTLECRY,,MECHANICAL,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew O'Connor,,ROGUE,true,6,38395,Aren't Thistles prickly?  Why would you drink them? I don't get Rogues.,,OG_073,Thistle Tea,ROGUE,RARE,,OG,Draw a card. Add 2 extra copies of it to your hand.,SPELL,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Saunders,2,NEUTRAL,true,2,1940,Mechs that summon mechs? What's next? Donuts that summon donuts? Mmmmm.,3,GVG_006,Mechwarper,NEUTRAL,COMMON,,GVG,Your Mechs cost (1) less.,MINION,AURA,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Polidora,2,SHAMAN,true,5,352,Orgrim Doomhammer gave this legendary weapon to Thrall.  His name is a total coincidence.,,EX1_567,Doomhammer,SHAMAN,EPIC,,EXPERT1,"<b>Windfury, Overload:</b> (2)",WEAPON,WINDFURY,,,,,,,,,,,,,,,,,,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Kaniuga,1,NEUTRAL,true,1,1932,"After a while, you don't see the cogs and sprockets. All you see is a robot, a spider tank, a deathray...",2,GVG_013,Cogmaster,NEUTRAL,COMMON,,GVG,Has +2 Attack while you have a Mech.,MINION,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Haynie,,WARLOCK,true,2,2093,"If you're looking to make an ""Emo"" deck, this card is perfect!",,GVG_015,Darkbomb,WARLOCK,COMMON,,GVG,Deal $3 damage.,SPELL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
